inputPath-batch-0.txt, Sat Oct 15 18:46:00 MDT 2016, 74, Sat Oct 15 18:47:14 MDT 2016, batch0
inputPath-batch-1.txt, Sat Oct 15 18:46:48 MDT 2016, 86, Sat Oct 15 18:48:14 MDT 2016, batch0
inputPath-batch-2.txt, Sat Oct 15 18:47:42 MDT 2016, 61, Sat Oct 15 18:48:43 MDT 2016, batch0
inputPath-batch-3.txt, Sat Oct 15 18:48:01 MDT 2016, 75, Sat Oct 15 18:49:16 MDT 2016, batch0
inputPath-batch-4.txt, Sat Oct 15 18:49:16 MDT 2016, 52, Sat Oct 15 18:50:09 MDT 2016, batch0
inputPath-batch-5.txt, Sat Oct 15 18:49:26 MDT 2016, 112, Sat Oct 15 18:51:18 MDT 2016, batch0
inputPath-batch-6.txt, Sat Oct 15 18:51:48 MDT 2016, 65, Sat Oct 15 18:52:53 MDT 2016, batch0
inputPath-batch-7.txt, Sat Oct 15 18:52:12 MDT 2016, 65, Sat Oct 15 18:53:18 MDT 2016, batch0
inputPath-batch-0.txt, Sat Oct 15 19:05:08 MDT 2016, 114, Sat Oct 15 19:07:03 MDT 2016, batch0
inputPath-batch-1.txt, Sat Oct 15 19:05:56 MDT 2016, 77, Sat Oct 15 19:07:14 MDT 2016, batch0
inputPath-batch-2.txt, Sat Oct 15 19:06:51 MDT 2016, 71, Sat Oct 15 19:08:02 MDT 2016, batch0
inputPath-batch-3.txt, Sat Oct 15 19:07:10 MDT 2016, 77, Sat Oct 15 19:08:27 MDT 2016, batch0
inputPath-batch-4.txt, Sat Oct 15 19:08:25 MDT 2016, 81, Sat Oct 15 19:09:46 MDT 2016, batch0
inputPath-batch-5.txt, Sat Oct 15 19:08:35 MDT 2016, 117, Sat Oct 15 19:10:32 MDT 2016, batch0
inputPath-batch-6.txt, Sat Oct 15 19:10:57 MDT 2016, 60, Sat Oct 15 19:11:57 MDT 2016, batch0
inputPath-batch-7.txt, Sat Oct 15 19:11:21 MDT 2016, 61, Sat Oct 15 19:12:22 MDT 2016, batch0
